,name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
432,"Spinach Salad with Chicken, Avocado, and Goat Cheese","Great salad with chicken, avocado, and goat cheese.",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': '4 servings'}","[{'name': 'pine nuts', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'chopped spinach', 'quanity': '8', 'unit': 'cups'}
 {'name': 'halved cherry tomatoes', 'quanity': '1', 'unit': 'cup'}
 {'name': 'chopped cooked chicken ', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'avocado - peeled, pitted, and sliced', 'quanity': '1', 'unit': 'large'}
 {'name': 'corn kernels', 'quanity': '½', 'unit': 'cup'}
 {'name': 'crumbled goat cheese', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'white wine vinegar', 'quanity': '3', 'unit': 'tablespoons'}
 {'name': 'extra-virgin olive oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'Dijon mustard', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt and ground black pepper to taste', 'quanity': '1', 'unit': 'pinch'}]","[' Heat a small skillet over medium-high heat. Toast pine nuts in hot skillet until lightly browned and fragrant, 3 to 5 minutes.\n'
 ' Put spinach into a large salad bowl; top with pine nuts, tomatoes, chicken, avocado, corn kernels, and goat cheese.\n'
 ' Beat white wine vinegar, olive oil, and Dijon mustard together in a small bowl until smooth; season with salt and pepper. Drizzle dressing over the salad and toss lightly to coat.\n']",unknown,unknown,"{'Calories': '441', 'Carbs': '18g', 'Fat': '32g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/240327/spinach-salad-with-chicken-avocado-and-goat-cheese/
433,Easy Brownie In A Mug,"I love this recipe, especially while babysitting younger kids (they love this) and during the hot summers (when it's unbearable to turn the oven on). It's quick, easy and clean.",3.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '10 mins', 'yield': '1 brownie'}","[{'name': 'all-purpose flour', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'white sugar', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'cocoa powder ', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'ground cinnamon', 'quanity': '1', 'unit': 'pinch'}
 {'name': 'salt', 'quanity': '1', 'unit': 'pinch'}
 {'name': 'water', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'canola oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'splash'}]","[' Stir flour, sugar, cocoa powder, cinnamon, and salt together in a microwave-safe mug. Stir water, oil, and vanilla extract into flour mixture with a fork until smooth.\n'
 ' Microwave until set, 1 to 5 minutes.\n']",unknown,unknown,"{'Calories': '588', 'Carbs': '81g', 'Fat': '30g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/240610/easy-brownie-in-a-mug/
434,"Pork Loin, Apples, and Sauerkraut",Pork roast with apples and sauerkraut is the traditional New Year's Day meal here in the land of the Pennsylvania Dutch. This is my rendition of that holiday meal. I usually serve it with mashed potatoes and applesauce.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 55 mins', 'yield': None}","[{'name': 'sauerkraut, drained', 'quanity': '3', 'unit': '(32 ounce) packages'}
 {'name': 'Granny Smith apples, sliced', 'quanity': '2', 'unit': ''}
 {'name': 'onion, coarsely chopped', 'quanity': '½', 'unit': 'large'}
 {'name': 'caraway seeds', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'apple cider, or more to taste, divided', 'quanity': '1', 'unit': 'cup'}
 {'name': 'brown sugar', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'Thai seasoning', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'garlic powder', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'ground black pepper', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'boneless pork loin roast', 'quanity': '1', 'unit': '(5 pound)'}]","[' Preheat the oven to 325 degrees F (165 degrees C).\n'
 ' Make the apples and sauerkraut: Mix sauerkraut, apples, onion, and caraway seeds in a large roasting pan. Stir 1/4 cup apple cider and brown sugar together in a separate bowl; pour over sauerkraut mixture.\n'
 ' Make the pork: Stir Thai seasoning, salt, garlic powder, and black pepper together in a small bowl. Rub seasoning mixture all over the top and bottom of the roast.\n'
 ' Make an indentation in the center of the sauerkraut mixture and place seasoned roast into the indentation. Pour remaining 1/4 cup apple cider around roast.\n'
 "" Bake in the preheated oven, basting with the roast's juices after the first hour and then every 30 minutes, until cooked through, 2 1/2 to 3 hours. Add more apple cider if the roast becomes too dry. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C).\n""]",unknown,unknown,"{'Calories': '372', 'Carbs': '32g', 'Fat': '12g', 'Protein': '36g'}",https://www.allrecipes.com/recipe/240488/pork-loin-apples-and-sauerkraut/
435,Homemade Banana Pudding with Whipped Cream Topping,"Banana pudding is the epitome of comfort food when it comes to desserts. This southern classic is easy to make from scratch using mostly pantry staples. With the perfect pudding-to-cookie ratio, this delightfully sweet and creamy banana pudding tastes real in comparison to boxed pudding mixes. It might just be the best I've ever made!",4.9,"{'active_time': None, 'additional_time': '4 hrs 10 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '4 hrs 40 mins', 'yield': None}","[{'name': 'whole milk', 'quanity': '3', 'unit': 'cups'}
 {'name': 'white sugar', 'quanity': '1', 'unit': 'cup'}
 {'name': 'all-purpose flour', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'kosher salt', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'egg yolks', 'quanity': '4', 'unit': 'large'}
 {'name': 'unsalted butter', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'vanilla extract', 'quanity': '1 ½', 'unit': 'teaspoons'}
 {'name': 'vanilla wafers', 'quanity': '1', 'unit': '(11 ounce) box'}
 {'name': 'bananas, sliced', 'quanity': '4', 'unit': 'large'}
 {'name': 'heavy whipping cream', 'quanity': '1', 'unit': 'cup'}
 {'name': 'powdered sugar', 'quanity': '¼', 'unit': 'cup'}]","[' Whisk milk, sugar, flour, and salt together in a medium saucepan until well combined. Place over medium-low heat and cook, whisking frequently, until the mixture comes to a low simmer and begins to thicken, 5 to 10 minutes.\n'
 ' Beat egg yolks in a small bowl until smooth. Add about 3/4 cup of the hot milk mixture and stir it quickly into the egg yolks. Whisk the egg yolk mixture back into the hot milk mixture and continue to cook, stirring constantly, until thick and creamy, about 5 minutes. Turn off heat, add butter and vanilla, and stir until smooth. Let cool slightly, about 10 minutes.\n'
 ' Set aside 6 vanilla wafers for the top. Arrange a layer of vanilla wafers in the bottom of a deep, 8-inch square or 2-quart baking dish. Top with a single layer of sliced bananas. Add another single layer of vanilla wafers, then spread 1/2 of the pudding mixture over top. Top with another layer of sliced bananas and the remaining vanilla wafers. Spread the remaining pudding over top, letting it seep into any open spaces. Cover lightly with plastic wrap and refrigerate 4 hours to overnight.\n'
 ' When ready to serve, beat heavy cream with an electric mixer until soft peaks form, incorporating powdered sugar about halfway through.\n'
 ' Remove banana pudding from the refrigerator. Spread whipped cream over top. Crush reserved vanilla wafers and sprinkle over the whipped cream. Serve immediately.\n']",unknown,unknown,"{'Calories': '383', 'Carbs': '54g', 'Fat': '17g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/8343037/homemade-banana-pudding-with-whipped-cream-topping/
436,Grandma's Banana Pudding,"My grandma's old-fashioned banana pudding recipe was always something she made from memory, but I let her talk it out so I could write it down. She ran a country club and restaurant in her day; she can make amazing food, but she doesn't measure anything and makes most foods from memory.",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': None}","[{'name': 'white sugar', 'quanity': '1', 'unit': 'cup'}
 {'name': 'all-purpose flour', 'quanity': '½', 'unit': 'cup'}
 {'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'eggs, separated, divided', 'quanity': '4', 'unit': 'large'}
 {'name': 'milk', 'quanity': '2', 'unit': 'cups'}
 {'name': 'vanilla extract', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'butter', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'vanilla wafers, divided', 'quanity': '1', 'unit': '(12 ounce) package'}
 {'name': 'bananas, sliced, or more to taste', 'quanity': '4', 'unit': 'medium'}
 {'name': 'cream of tartar', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'white sugar', 'quanity': '5', 'unit': 'tablespoons'}
 {'name': 'vanilla extract', 'quanity': '½', 'unit': 'teaspoon'}]","[' Preheat the oven to 375 degrees F (190 degrees C).\n'
 ' Make the pudding: Combine sugar, flour, and salt in a bowl. Set egg whites aside for meringue.\n'
 ' Beat egg yolks in a heavy saucepan over medium heat. Add sugar mixture alternately with milk and vanilla, stirring constantly. Bring to a simmer and cook until slightly thickened, 8 to 10 minutes. Add butter; continue stirring until thickened to a pudding-like consistency, 5 to 7 minutes more.\n'
 ' Line the bottom of a baking dish with 1/2 of the wafers. Layer 1/2 of the banana slices over wafers and cover with 1/2 of the pudding. Repeat layers once more.\n'
 ' Make the meringue: Beat reserved egg whites in a glass, metal, or ceramic bowl, gradually adding cream of tartar, until soft peaks form. Add sugar and continue beating on high speed until stiff peaks form. Fold in vanilla. Spoon meringue over pudding.\n'
 ' Bake in the preheated oven until meringue browns, 15 to 20 minutes. Let cool before serving.\n']",unknown,unknown,"{'Calories': '487', 'Carbs': '86g', 'Fat': '13g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/276315/grandmas-banana-pudding/
437,Homemade Banana Pudding Pie,I can't stand those instant banana puddings. This one is old and authentic!,4.3,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs', 'yield': '1 9-inch pie'}","[{'name': 'vanilla wafer crumbs', 'quanity': '2', 'unit': 'cups'}
 {'name': 'bananas, sliced into 1/4 inch slices', 'quanity': '3', 'unit': ''}
 {'name': 'white sugar', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'all-purpose flour', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'milk', 'quanity': '2', 'unit': 'cups'}
 {'name': 'egg yolks', 'quanity': '3', 'unit': ''}
 {'name': 'butter', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'vanilla extract', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'egg whites', 'quanity': '3', 'unit': ''}
 {'name': 'white sugar', 'quanity': '¼', 'unit': 'cup'}]","[' Preheat oven to 350 degrees F (175 degrees C).\n'
 ' Line the bottom and sides of a 9-inch pie plate with a layer of alternating vanilla wafer crumbs and banana slices.\n'
 ' To Make Pudding: In a medium saucepan, combine 1 1/2 cups sugar with flour. Mix well, then stir in half the milk. Beat egg yolks and whisk into sugar mixture. Add remaining milk and butter or margarine.\n'
 ' Place mixture over low heat and cook until thickened, stirring frequently. Remove from heat and stir in vanilla extract. Pour half of pudding over vanilla wafer and banana layer while still hot.\n'
 ' Make another layer of alternating vanilla wafers and banana slices on top of pudding layer. Pour remaining pudding over second wafer and banana layer.\n'
 ' To Make Meringue: In a large glass or metal bowl, beat egg whites until foamy. Gradually add 1/4 cup sugar, continuing to beat until whites are stiff. Spread meringue into pie pan, making sure to completely cover pudding layer.\n'
 ' Bake in preheated oven for 15 minutes, just until meringue is browned. Chill before serving.\n']",unknown,unknown,"{'Calories': '504', 'Carbs': '92g', 'Fat': '13g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/16875/homemade-banana-pudding-pie/
438,Southwestern Pasta Salad,This colorful Southwest pasta salad is full of flavor. It's always really popular at potlucks — you might want to make a double batch! ,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '30 mins', 'yield': None}","[{'name': 'rotini pasta', 'quanity': 'unknown', 'unit': '8 ounces'}
 {'name': 'vegetable oil', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'fresh lime juice', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'chili powder, or to taste', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'ground cumin, or to taste', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'garlic, crushed', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'whole kernel corn', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'black beans, drained and rinsed', 'quanity': '1', 'unit': '(15 ounce) can'}
 {'name': 'diced green bell pepper', 'quanity': '½', 'unit': 'cup'}
 {'name': 'diced red bell pepper', 'quanity': '½', 'unit': 'cup'}
 {'name': 'fresh cilantro leaves', 'quanity': '½', 'unit': 'cup'}
 {'name': 'chopped roma (plum) tomatoes', 'quanity': '1', 'unit': 'cup'}]","[' Bring a large pot of lightly salted water to a boil. Add pasta and cook until al dente, about 8 to 10 minutes; drain.\n'
 ' Combine oil, lime juice, chili powder, cumin, salt, and garlic in a large bowl. Stir in pasta; set aside to cool to room temperature, stirring occasionally.\n'
 ' Stir in corn, beans, green pepper, red pepper and 1/2 of the cilantro leaves. Spoon onto a platter and garnish with tomatoes and remaining cilantro. Serve chilled or at room temperature.\n']",unknown,unknown,"{'Calories': '240', 'Carbs': '31g', 'Fat': '10g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/26297/southwestern-pasta-salad/
439,Hot Cross Buns,"I love hot cross buns and look forward to making these fruity spiced buns every Easter! I like to make the dough in a bread machine, but I have included instructions at the end of this recipe for using a stand mixer.",4.6,"{'active_time': None, 'additional_time': '1 hr 45 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 hrs 25 mins', 'yield': '12 hot cross buns'}","[{'name': 'all-purpose flour', 'quanity': '3', 'unit': 'cups'}
 {'name': 'warm water (110 degrees F/45 degrees C)', 'quanity': '¾', 'unit': 'cup'}
 {'name': 'white sugar', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'egg', 'quanity': '1', 'unit': 'large'}
 {'name': 'egg, separated, divided', 'quanity': '1', 'unit': 'large'}
 {'name': 'butter, softened', 'quanity': '3', 'unit': 'tablespoons'}
 {'name': 'active dry yeast', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'instant powdered milk', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt', 'quanity': '⅜', 'unit': 'teaspoon'}
 {'name': 'dried currants', 'quanity': '¾', 'unit': 'cup'}
 {'name': 'ground cinnamon', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'water', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': ""confectioners' sugar"", 'quanity': '½', 'unit': 'cup'}
 {'name': 'milk', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'vanilla extract', 'quanity': '¼', 'unit': 'teaspoon'}]","[' Put flour, warm water, 1/4 cup white sugar, egg, egg white, butter, yeast, milk powder, and salt in a bread maker and start on dough program.\n'
 ' When 5 minutes of kneading are left, add currants and cinnamon. Leave in the machine until doubled in size, about 1 hour.\n'
 ' Punch down dough on a floured surface, cover, and let rest for 10 minutes.\n'
 ' Shape into 12 balls and place in a greased 9x12-inch pan. Cover and let rise in a warm place until doubled, 35 to 40 minutes.\n'
 ' Preheat the oven to 375 degrees F (190 degrees C).\n'
 ' Mix egg yolk with 2 tablespoons water in a small bowl; brush on dough.\n'
 ' Bake in the preheated oven until golden brown, about 20 minutes. Remove from pan immediately and cool on wire rack.\n'
 "" Mix together confectioners' sugar, milk, and vanilla until smooth. Place glaze in a piping bag or a sandwich bag with the corner snipped off; pipe a cross onto each roll.\n""]","To make the dough in a stand mixer: Combine warm water and yeast in the bowl of the mixer and let soften for about 5 minutes. Add flour, milk powder, 1/4 cup white sugar, egg, egg white, and salt. Mix, scraping the dough down occasionally, on low speed using the dough hook for 10 minutes. Add butter, currants, and cinnamon and mix for an additional 5 minutes. Transfer dough to a greased bowl, cover with plastic wrap and a kitchen towel, and allow it to rise until doubled, about 1 hour. Proceed with the recipe instructions.",unknown,"{'Calories': '217', 'Carbs': '41g', 'Fat': '4g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/7073/hot-cross-buns-i/
440,Easy Rainbow Pasta Salad ,This rainbow pasta salad is really quick and easy to make. Great for picnics and summer parties.,4.6,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': None}","[{'name': 'tri-colored pasta assortment', 'quanity': '1', 'unit': '(16 ounce) package'}
 {'name': 'tomatoes, diced', 'quanity': '2', 'unit': 'large'}
 {'name': 'cucumber, peeled and diced', 'quanity': '1', 'unit': 'large'}
 {'name': 'red onion, finely chopped', 'quanity': '1', 'unit': ''}
 {'name': 'Italian-style salad dressing', 'quanity': '1', 'unit': '(16 ounce) bottle'}]","[' Bring a large pot of lightly salted water to a boil. Add pasta and cook until al dente, about 8 to 10 minutes; drain and rinse in cold water.\n'
 ' Combine tomatoes, cucumbers, onion, cooled pasta and Italian dressing in a large bowl; toss to coat. Cover and refrigerate the salad for at least 1 hour to overnight.\n']",unknown,unknown,"{'Calories': '387', 'Carbs': '52g', 'Fat': '17g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/23445/rainbow-pasta-salad-ii/
441,Chicken Piccata with Angel Hair Pasta,Chicken piccata pasta with a classic piccata sauce. The sauce also works well with veal medallions.,4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': None}","[{'name': 'all-purpose flour', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'fresh ground black pepper ', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'paprika', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'skinless, boneless chicken breast halves, pounded thin and cut into 2-inch pieces', 'quanity': '1', 'unit': 'pound'}
 {'name': 'olive oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'garlic, minced', 'quanity': '1', 'unit': 'clove'}
 {'name': 'butter, divided', 'quanity': '4', 'unit': 'tablespoons'}
 {'name': 'dry white wine', 'quanity': '1', 'unit': 'cup'}
 {'name': 'chicken broth', 'quanity': '⅓', 'unit': 'cup'}
 {'name': 'fresh lemon juice', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'capers', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'chopped fresh parsley', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'angel hair pasta, cooked and drained', 'quanity': '1', 'unit': '(8 ounce) package'}]","[' Gather all ingredients.\n'
 ' Whisk flour, pepper, and paprika together in a shallow dish. Dredge chicken in flour mixture until evenly coated.\n'
 ' Heat oil in a large skillet over medium-high heat. Add garlic; cook and stir until golden and fragrant, about 1 minute; transfer to a plate.\n'
 ' Melt 2 tablespoons butter in the same skillet. Add chicken and cook until browned, about 5 minutes per side; transfer to a plate.\n'
 ' Pour wine into the hot skillet and bring to a boil over high heat, scraping the browned bits from the bottom and sides of the pan with a wooden spoon. Boil until wine is reduced by half, about 5 minutes.\n'
 ' Whisk in chicken broth, reserved garlic, lemon juice, and capers; cook for 5 minutes.\n'
 ' Stir in parsley and remaining 2 tablespoons butter.\n'
 ' Reduce the heat to medium, return chicken to the skillet, and continue cooking until sauce thickens, about 15 minutes.\n'
 ' Bring a large pot of lightly salted water to a boil. Cook angel hair pasta in the boiling water, stirring occasionally, until tender yet firm to the bite, 4 to 5 minutes. Drain well.\n'
 ' Transfer chicken pieces to a serving dish and drizzle with a few tablespoons sauce. Add cooked pasta to the skillet and toss to coat with remaining sauce. Portion noodles onto serving plates and top with chicken.\n']",unknown,unknown,"{'Calories': '543', 'Carbs': '43g', 'Fat': '23g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/100690/chicken-piccata-with-angel-hair-pasta/
442,Cucumber Pasta Salad,"This simple cucumber pasta salad with farfalle pasta, cucumber, onion, and dill is my husband's favorite summer side dish. Enjoy!",4.7,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 30 mins', 'yield': None}","[{'name': 'bow-tie pasta', 'quanity': '1', 'unit': '(8 ounce) package'}
 {'name': 'cucumber, thinly sliced', 'quanity': '1', 'unit': 'large'}
 {'name': 'onion, thinly sliced', 'quanity': '1', 'unit': 'large'}
 {'name': 'dried dill', 'quanity': '1 ½', 'unit': 'teaspoons'}
 {'name': 'white vinegar', 'quanity': '¾', 'unit': 'cup'}
 {'name': 'white sugar', 'quanity': '1', 'unit': 'cup'}
 {'name': 'water', 'quanity': '1', 'unit': 'cup'}
 {'name': 'vegetable oil', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'prepared mustard', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'ground black pepper', 'quanity': '½', 'unit': 'teaspoon'}]","[' Bring a large pot of lightly salted water to a boil. Cook pasta at a boil, stirring occasionally, until cooked through yet firm to the bite, about 12 minutes. Drain and rinse several times with cold water until pasta is cool.\n'
 ' Stir pasta, cucumber, onion, and dill in a salad bowl.\n'
 ' Whisk vinegar, sugar, water, vegetable oil, mustard, salt, and black pepper in a separate bowl until sugar and salt have dissolved. Pour dressing over pasta mixture and toss lightly to coat with dressing. Let chill for 2 hours before serving.\n']",unknown,unknown,"{'Calories': '228', 'Carbs': '49g', 'Fat': '3g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/228214/kims-summer-cucumber-pasta-salad/
443,Watermelon Goat Cheese Salad,"This watermelon goat cheese salad with greens and crunchy hazelnuts is sweet, salty, and delicious.",4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '10 mins', 'yield': None}","[{'name': 'extra-virgin olive oil', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'lemon juice', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'red wine vinegar', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'salt', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'freshly g', 'quanity': 'unknown', 'unit': 'unknown'}
 {'name': 'spring mix', 'quanity': '4', 'unit': 'cups'}
 {'name': 'seedless watermelon, diced', 'quanity': '4', 'unit': 'cups'}
 {'name': 'Montchevre honey goat cheese', 'quanity': '½', 'unit': '(4 ounce) log'}
 {'name': 'hazelnuts, chopped', 'quanity': '½', 'unit': 'cup'}]","[' Whisk together olive oil, lemon juice, vinegar, salt, and pepper.\n'
 ' In a large bowl, gently toss spring mix and watermelon together with vinaigrette.\n'
 ' Top with goat cheese and hazelnuts to serve.\n']",unknown,unknown,"{'Calories': '163', 'Carbs': '9g', 'Fat': '14g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/265185/watermelon-goat-cheese-salad/
444,Watermelon Salad with Feta,"This chunky watermelon salad with feta, arugula, red onion, and tomatoes is enjoyed by all. Thanks to the watermelon, the kids like it also!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '20 mins', 'yield': None}","[{'name': 'olive oil', 'quanity': '3', 'unit': 'tablespoons'}
 {'name': 'white balsamic vinegar', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'kosher salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'grape tomatoes, halved', 'quanity': '8', 'unit': 'ounces'}
 {'name': 'arugula', 'quanity': '3', 'unit': 'cups'}
 {'name': 'sliced red onion', 'quanity': '1', 'unit': 'cup'}
 {'name': 'watermelon, cubed', 'quanity': '2', 'unit': 'pounds'}
 {'name': 'feta cheese, cut into 1/4-inch cubes', 'quanity': '4', 'unit': 'ounces'}]","[' Whisk olive oil, vinegar, and salt together in a large mixing bowl. Add tomatoes, arugula, and red onion; toss to coat. Gently stir in watermelon and feta cheese to serve.\n']",unknown,unknown,"{'Calories': '131', 'Carbs': '12g', 'Fat': '8g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/215044/watermelon-feta-salad/
